Plantname,Category,Unit,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Wiki link,Evidence (Source text/Sentence)
populus_deltoides,Tree,ft,10.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"In Mississippi River bottom , height growth of 3–5 m ( 10–15 ft ) per year for a few year ha been seen ."
populus_deltoides,Tree,m,3.0,5.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"In Mississippi River bottom , height growth of 3–5 m ( 10–15 ft ) per year for a few year ha been seen ."
populus_deltoides,Tree,in,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,Sustained height growth of 1.5-meter ( 5 ft ) height growth and 2.5-centimeter ( 1 in ) diameter growth per year for 25 year is common .
populus_deltoides,Tree,ft,5.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,Sustained height growth of 1.5-meter ( 5 ft ) height growth and 2.5-centimeter ( 1 in ) diameter growth per year for 25 year is common .
populus_deltoides,Tree,in,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,Sustained height growth of 1.5-meter ( 5 ft ) height growth and 2.5-centimeter ( 1 in ) diameter growth per year for 25 year is common .
populus_deltoides,Tree,ft,5.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,Sustained height growth of 1.5-meter ( 5 ft ) height growth and 2.5-centimeter ( 1 in ) diameter growth per year for 25 year is common .
populus_deltoides,Tree,ft,88.0,108.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"deltoides is located in Beatrice , Nebraska and measure 27 m ( 88 ft ) tall , 33 m ( 108 ft ) wide ."
populus_deltoides,Tree,m,27.0,33.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"deltoides is located in Beatrice , Nebraska and measure 27 m ( 88 ft ) tall , 33 m ( 108 ft ) wide ."
populus_deltoides,Tree,ft,94.0,112.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"monilifera is located in Ravalli County , Montana and measure 34 m ( 112 ft ) tall , 29 m ( 94 ft ) wide ."
populus_deltoides,Tree,m,29.0,34.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"monilifera is located in Ravalli County , Montana and measure 34 m ( 112 ft ) tall , 29 m ( 94 ft ) wide ."
populus_deltoides,Tree,ft,33.4,83.0,84.0,111.0,138.0,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"wislizeni is located in Bernalillo County , New Mexico and measure 26 m ( 84 ft ) tall , 25 m ( 83 ft ) wide.The largest recorded cottonwood tree in the world is the Frimley Park tree located in Hastings , New Zealand and measure 42 m ( 138 ft ) tall , 34 m ( 111 ft ) wide and 10.2 m ( 33.4 ft ) in girth ."
populus_deltoides,Tree,m,10.2,25.0,26.0,34.0,42.0,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"wislizeni is located in Bernalillo County , New Mexico and measure 26 m ( 84 ft ) tall , 25 m ( 83 ft ) wide.The largest recorded cottonwood tree in the world is the Frimley Park tree located in Hastings , New Zealand and measure 42 m ( 138 ft ) tall , 34 m ( 111 ft ) wide and 10.2 m ( 33.4 ft ) in girth ."
populus_deltoides,Tree,ft,33.4,83.0,84.0,111.0,138.0,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"wislizeni is located in Bernalillo County , New Mexico and measure 26 m ( 84 ft ) tall , 25 m ( 83 ft ) wide.The largest recorded cottonwood tree in the world is the Frimley Park tree located in Hastings , New Zealand and measure 42 m ( 138 ft ) tall , 34 m ( 111 ft ) wide and 10.2 m ( 33.4 ft ) in girth ."
populus_deltoides,Tree,m,10.2,25.0,26.0,34.0,42.0,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_deltoides,"wislizeni is located in Bernalillo County , New Mexico and measure 26 m ( 84 ft ) tall , 25 m ( 83 ft ) wide.The largest recorded cottonwood tree in the world is the Frimley Park tree located in Hastings , New Zealand and measure 42 m ( 138 ft ) tall , 34 m ( 111 ft ) wide and 10.2 m ( 33.4 ft ) in girth ."
populus_fremontii,Tree,in,4.0,11.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_fremontii,"== Description == P. fremontii is a large tree growing from 12–35 m ( 39–115 ft ) in height with a wide crown , with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter ."
populus_fremontii,Tree,ft,4.0,4.0,11.0,39.0,115.0,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_fremontii,"== Description == P. fremontii is a large tree growing from 12–35 m ( 39–115 ft ) in height with a wide crown , with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter ."
populus_fremontii,Tree,m,1.5,12.0,35.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_fremontii,"== Description == P. fremontii is a large tree growing from 12–35 m ( 39–115 ft ) in height with a wide crown , with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter ."
populus_fremontii,Tree,ft,102.0,149.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_fremontii,"In 2012 , it had a measured circumference of 557 inch ( 14,100 mm ) , height of 102 foot ( 31 m ) , and a spread of 149.5 foot ( 45.6 m ) ."
populus_fremontii,Tree,m,31.0,45.6,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_fremontii,"In 2012 , it had a measured circumference of 557 inch ( 14,100 mm ) , height of 102 foot ( 31 m ) , and a spread of 149.5 foot ( 45.6 m ) ."
populus_tremuloides,Tree,ft,82.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"The tree have tall trunk , up to 25 meter ( 82 foot ) tall , with smooth pale bark , scarred with black ."
populus_tremuloides,Tree,m,25.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"The tree have tall trunk , up to 25 meter ( 82 foot ) tall , with smooth pale bark , scarred with black ."
populus_tremuloides,Tree,ft,82.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"The tree have tall trunk , up to 25 meter ( 82 foot ) tall , with smooth pale bark , scarred with black ."
populus_tremuloides,Tree,m,25.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"The tree have tall trunk , up to 25 meter ( 82 foot ) tall , with smooth pale bark , scarred with black ."
populus_tremuloides,Tree,in,4.0,6.0,6.0,9.0,9.0,119.0,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,cm,20.0,80.0,80.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,ft,2.0,4.0,4.0,6.0,9.0,65.0,80.0,119.0,119.0,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,m,1.37,20.0,25.0,36.5,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,in,4.0,6.0,6.0,9.0,9.0,119.0,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,cm,20.0,80.0,80.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,ft,2.0,4.0,4.0,6.0,9.0,65.0,80.0,119.0,119.0,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
populus_tremuloides,Tree,m,1.37,20.0,25.0,36.5,x,x,x,x,x,x,https://en.wikipedia.org/wiki/populus_tremuloides,"== Description == Quaking aspen is a tall , fast growing tree , usually 20–25 m ( 65–80 ft ) at maturity , with a trunk 20 to 80 cm ( 8 inch to 2 foot 7 inch ) in diameter ; record are 36.5 m ( 119 ft 9 in ) in height and 1.37 m ( 4 ft 6 in ) in diameter ."
portulaca_grandiflora,Annual,cm,30.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/portulaca_grandiflora,"== Description == It is a small , but fast-growing annual plant growing to 30 cm tall , though usually le ."
portulaca_oleracea,Annual,in,16.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/portulaca_oleracea,"Portulaca oleracea ( common purslane , also known a verdolaga , red root , or pursley ) is an annual succulent in the family Portulacaceae , which may reach 40 cm ( 16 in ) in height ."
portulaca_oleracea,Annual,cm,40.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/portulaca_oleracea,"Portulaca oleracea ( common purslane , also known a verdolaga , red root , or pursley ) is an annual succulent in the family Portulacaceae , which may reach 40 cm ( 16 in ) in height ."
portulacaria_afra,Cacti/Succulent,ft,8.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/portulacaria_afra,"== Description == It is a soft-wooded , semi-evergreen upright shrub or small tree , usually 2.5–4.5 metre ( 8–15 ft ) tall ."
portulacaria_afra,Cacti/Succulent,m,2.5,4.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/portulacaria_afra,"== Description == It is a soft-wooded , semi-evergreen upright shrub or small tree , usually 2.5–4.5 metre ( 8–15 ft ) tall ."
prosopis_chilensis,Tree,ft,46.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_chilensis,== Description == Prosopis chilensis is a medium-sized deciduous tree reaching a height of about 14 m ( 46 ft ) .
prosopis_chilensis,Tree,m,14.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_chilensis,== Description == Prosopis chilensis is a medium-sized deciduous tree reaching a height of about 14 m ( 46 ft ) .
prosopis_glandulosa,Tree,ft,20.0,30.0,50.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_glandulosa,"This tree normally reach 20–30 ft ( 6.1–9.1 m ) , but can grow a tall a 50 ft ( 15 m ) ."
prosopis_glandulosa,Tree,m,6.1,9.1,15.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_glandulosa,"This tree normally reach 20–30 ft ( 6.1–9.1 m ) , but can grow a tall a 50 ft ( 15 m ) ."
prosopis_velutina,Tree,ft,30.0,50.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_velutina,== Description == Velvet mesquite can grow to 30–50 ft ( 9–15 m ) tall or more .
prosopis_velutina,Tree,m,9.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prosopis_velutina,== Description == Velvet mesquite can grow to 30–50 ft ( 9–15 m ) tall or more .
prunella_laciniata,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunella_laciniata,x
prunus_armeniaca,Tree,in,16.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_armeniaca,"== Description == Prunus armeniaca is a small tree , 8–12 m ( 26–39 ft ) tall , with a trunk up to 40 cm ( 16 in ) in diameter and a dense , spreading canopy ."
prunus_armeniaca,Tree,cm,40.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_armeniaca,"== Description == Prunus armeniaca is a small tree , 8–12 m ( 26–39 ft ) tall , with a trunk up to 40 cm ( 16 in ) in diameter and a dense , spreading canopy ."
prunus_armeniaca,Tree,ft,26.0,39.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_armeniaca,"== Description == Prunus armeniaca is a small tree , 8–12 m ( 26–39 ft ) tall , with a trunk up to 40 cm ( 16 in ) in diameter and a dense , spreading canopy ."
prunus_armeniaca,Tree,m,8.0,12.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_armeniaca,"== Description == Prunus armeniaca is a small tree , 8–12 m ( 26–39 ft ) tall , with a trunk up to 40 cm ( 16 in ) in diameter and a dense , spreading canopy ."
prunus_avium,Tree,ft,4.9,49.0,105.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_avium,"== Description and ecology == Prunus avium is a deciduous tree growing to 15–32 m ( 49–105 ft ) tall , with a trunk up to 1.5 m ( 4.9 ft ) in diameter ."
prunus_avium,Tree,m,1.5,15.0,32.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_avium,"== Description and ecology == Prunus avium is a deciduous tree growing to 15–32 m ( 49–105 ft ) tall , with a trunk up to 1.5 m ( 4.9 ft ) in diameter ."
prunus_caroliniana,Tree,ft,16.0,20.0,30.0,43.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_caroliniana,"The specie ha also escaped into the wild in a few place in California.Prunus caroliniana is not to be confused with it European relative Prunus laurocerasus , which is also called Cherry Laurel , though mainly known a English Laurel in the U.S. == Description == Prunus caroliniana is a small to medium-sized evergreen tree which grows to about 5–13 meter ( 16–43 ft ) tall , with a spread of about 6–9 meter ( 20–30 ft ) ."
prunus_caroliniana,Tree,m,5.0,6.0,9.0,13.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_caroliniana,"The specie ha also escaped into the wild in a few place in California.Prunus caroliniana is not to be confused with it European relative Prunus laurocerasus , which is also called Cherry Laurel , though mainly known a English Laurel in the U.S. == Description == Prunus caroliniana is a small to medium-sized evergreen tree which grows to about 5–13 meter ( 16–43 ft ) tall , with a spread of about 6–9 meter ( 20–30 ft ) ."
prunus_cerasifera,Tree,cm,3.0,7.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_cerasifera,"It is native to Southeast Europe and Western Asia , and is naturalised in the British Isles and scattered location in North America.Wild type are large shrub or small tree reaching 8–12 m ( 25–40 foot ) tall , sometimes spiny , with glabrous , ovate deciduous leaf 3–7 cm ( 1.5–2.5 inch ) long ."
prunus_cerasifera,Tree,ft,25.0,40.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_cerasifera,"It is native to Southeast Europe and Western Asia , and is naturalised in the British Isles and scattered location in North America.Wild type are large shrub or small tree reaching 8–12 m ( 25–40 foot ) tall , sometimes spiny , with glabrous , ovate deciduous leaf 3–7 cm ( 1.5–2.5 inch ) long ."
prunus_cerasifera,Tree,m,8.0,12.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_cerasifera,"It is native to Southeast Europe and Western Asia , and is naturalised in the British Isles and scattered location in North America.Wild type are large shrub or small tree reaching 8–12 m ( 25–40 foot ) tall , sometimes spiny , with glabrous , ovate deciduous leaf 3–7 cm ( 1.5–2.5 inch ) long ."
prunus_dulcis,Tree,in,12.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_dulcis,"== Description == === Tree === The almond is a deciduous tree , growing 4–10 m ( 13–33 ft ) in height , with a trunk of up to 30 cm ( 12 in ) in diameter ."
prunus_dulcis,Tree,cm,30.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_dulcis,"== Description == === Tree === The almond is a deciduous tree , growing 4–10 m ( 13–33 ft ) in height , with a trunk of up to 30 cm ( 12 in ) in diameter ."
prunus_dulcis,Tree,ft,13.0,33.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_dulcis,"== Description == === Tree === The almond is a deciduous tree , growing 4–10 m ( 13–33 ft ) in height , with a trunk of up to 30 cm ( 12 in ) in diameter ."
prunus_dulcis,Tree,m,4.0,10.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_dulcis,"== Description == === Tree === The almond is a deciduous tree , growing 4–10 m ( 13–33 ft ) in height , with a trunk of up to 30 cm ( 12 in ) in diameter ."
prunus_laurocerasus,Shrub,cm,60.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_laurocerasus,"== Description == Prunus laurocerasus is an evergreen shrub or small to medium-sized tree , growing to 5 to 15 metre ( 16 to 49 ft ) tall , rarely to 18 metre ( 59 ft ) , with a trunk up to 60 cm broad ."
prunus_laurocerasus,Shrub,ft,16.0,49.0,49.0,59.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_laurocerasus,"== Description == Prunus laurocerasus is an evergreen shrub or small to medium-sized tree , growing to 5 to 15 metre ( 16 to 49 ft ) tall , rarely to 18 metre ( 59 ft ) , with a trunk up to 60 cm broad ."
prunus_laurocerasus,Shrub,m,5.0,15.0,15.0,18.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_laurocerasus,"== Description == Prunus laurocerasus is an evergreen shrub or small to medium-sized tree , growing to 5 to 15 metre ( 16 to 49 ft ) tall , rarely to 18 metre ( 59 ft ) , with a trunk up to 60 cm broad ."
prunus_maackii,Tree,m,4.0,10.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_maackii,It is a deciduous tree growing to 4–10 m tall .
prunus_maackii,Tree,cm,90.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_maackii,Specimens in cultivation have been measured to 17 m tall and 90 cm trunk diameter .
prunus_maackii,Tree,m,17.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/prunus_maackii,Specimens in cultivation have been measured to 17 m tall and 90 cm trunk diameter .
prunus_persica,Tree,ft,23.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,== Description == Prunus persica grows up to 7 m ( 23 ft ) tall and wide .
prunus_persica,Tree,m,7.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,== Description == Prunus persica grows up to 7 m ( 23 ft ) tall and wide .
prunus_persica,Tree,ft,10.0,13.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,"However , when pruned properly , tree are usually 3–4 m ( 10–13 ft ) tall and wide ."
prunus_persica,Tree,m,3.0,4.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,"However , when pruned properly , tree are usually 3–4 m ( 10–13 ft ) tall and wide ."
Prunus_Persica_var._nucipersica,Tree,ft,23.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,== Description == Prunus persica grows up to 7 m ( 23 ft ) tall and wide .
Prunus_Persica_var._nucipersica,Tree,m,7.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,== Description == Prunus persica grows up to 7 m ( 23 ft ) tall and wide .
Prunus_Persica_var._nucipersica,Tree,ft,10.0,13.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,"However , when pruned properly , tree are usually 3–4 m ( 10–13 ft ) tall and wide ."
Prunus_Persica_var._nucipersica,Tree,m,3.0,4.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Peach,"However , when pruned properly , tree are usually 3–4 m ( 10–13 ft ) tall and wide ."
Prunus_salicina,Tree,ft,33.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_salicina,"== Description == Prunus salicina grows up to 10 metre ( 33 ft ) tall , and ha reddish-brown shoot ."
Prunus_salicina,Tree,m,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_salicina,"== Description == Prunus salicina grows up to 10 metre ( 33 ft ) tall , and ha reddish-brown shoot ."
Prunus_tomentosa,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_tomentosa,x
Prunus_triloba,Shrub,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_triloba,x
Prunus_virginiana,Tree,in,8.0,10.0,10.0,32.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_virginiana,"== Description == Chokecherry is a suckering shrub or small tree growing to 1–6 m ( 3 ft 3 in–19 ft 8 in ) tall , rarely to 10 m ( 32 ft 10 in ) ."
Prunus_virginiana,Tree,ft,3.0,10.0,19.0,32.0,32.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_virginiana,"== Description == Chokecherry is a suckering shrub or small tree growing to 1–6 m ( 3 ft 3 in–19 ft 8 in ) tall , rarely to 10 m ( 32 ft 10 in ) ."
Prunus_virginiana,Tree,m,1.0,6.0,10.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_virginiana,"== Description == Chokecherry is a suckering shrub or small tree growing to 1–6 m ( 3 ft 3 in–19 ft 8 in ) tall , rarely to 10 m ( 32 ft 10 in ) ."
Prunus_virginiana,Tree,ft,100.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Prunus_virginiana,"The chokecherry is closely related to the black cherry ( Prunus serotina ) of eastern North America ; it is most readily distinguished from that by it smaller size ( black cherry tree can reach 100 foot tall ) , smaller leaf , and sometimes red ripe fruit ."
Pseudogynoxys_chenopodioides,Vine,ft,17.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pseudogynoxys_chenopodioides,== Description == Pseudogynoxys chenopodioides is a twining vine sometimes reaching a height of 5 m ( 17 ft ) .
Pseudogynoxys_chenopodioides,Vine,m,5.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pseudogynoxys_chenopodioides,== Description == Pseudogynoxys chenopodioides is a twining vine sometimes reaching a height of 5 m ( 17 ft ) .
Douglas_fir,Tree,ft,70.0,330.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Douglas_fir,"== Description == Douglas-firs are medium-size to extremely large evergreen tree , 20–100 metre ( 70–330 ft ) tall ( although only coast Douglas-firs reach such great height ) ."
Douglas_fir,Tree,m,20.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Douglas_fir,"== Description == Douglas-firs are medium-size to extremely large evergreen tree , 20–100 metre ( 70–330 ft ) tall ( although only coast Douglas-firs reach such great height ) ."
Douglas_fir,Tree,ft,70.0,330.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Douglas_fir,"== Description == Douglas-firs are medium-size to extremely large evergreen tree , 20–100 metre ( 70–330 ft ) tall ( although only coast Douglas-firs reach such great height ) ."
Douglas_fir,Tree,m,20.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Douglas_fir,"== Description == Douglas-firs are medium-size to extremely large evergreen tree , 20–100 metre ( 70–330 ft ) tall ( although only coast Douglas-firs reach such great height ) ."
Psidium_cattleyanum,Fruit,m,2.0,6.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Psidium_cattleyanum,"Psidium cattleyanum , commonly known a Cattley guava , strawberry guava or cherry guava , is a small tree ( 2–6 m tall ) in the Myrtaceae ( myrtle ) family ."
Psidium_cattleyanum,Fruit,m,13.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Psidium_cattleyanum,"== Description == Psidium cattleyanum is a small , highly-branched tree that reach a maximum height of 13 meter , although most individual are between 2 and 4m ."
Ptychosperma_elegans,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ptychosperma_elegans,x
Pulsatilla_vulgaris,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pulsatilla_vulgaris,x
Pomegranate,Tree,ft,16.0,33.0,33.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pomegranate,"The pomegranate ( Punica granatum ) is a fruit-bearing deciduous shrub in the family Lythraceae , subfamily Punicoideae , that grows between 5 and 10 m ( 16 and 33 ft ) tall ."
Pomegranate,Tree,m,5.0,10.0,10.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pomegranate,"The pomegranate ( Punica granatum ) is a fruit-bearing deciduous shrub in the family Lythraceae , subfamily Punicoideae , that grows between 5 and 10 m ( 16 and 33 ft ) tall ."
Pyrostegia_venusta,Tropical,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pyrostegia_venusta,x
Pyrus_communis,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pyrus_communis,x
Pyrus_pyrifolia,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Pyrus_pyrifolia,x
Quercus_acutissima,Tree,in,4.0,11.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_acutissima,== Description == Quercus acutissima is a medium-sized deciduous tree growing to 25–30 metre ( 82–98 ft ) tall with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter .
Quercus_acutissima,Tree,ft,4.0,4.0,11.0,82.0,98.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_acutissima,== Description == Quercus acutissima is a medium-sized deciduous tree growing to 25–30 metre ( 82–98 ft ) tall with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter .
Quercus_acutissima,Tree,m,1.5,25.0,30.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_acutissima,== Description == Quercus acutissima is a medium-sized deciduous tree growing to 25–30 metre ( 82–98 ft ) tall with a trunk up to 1.5 metre ( 4 ft 11 in ) in diameter .
Quercus_agrifolia,Tree,ft,33.0,82.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_agrifolia,== Description == Coast live oak typically ha a much-branched trunk and reach a mature height of 10–25 meter ( 33–82 ft ) .
Quercus_agrifolia,Tree,m,10.0,25.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_agrifolia,== Description == Coast live oak typically ha a much-branched trunk and reach a mature height of 10–25 meter ( 33–82 ft ) .
Quercus_alba,Tree,ft,80.0,100.0,100.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Quercus_alba,"== Description == Q. alba typically reach height of 80 to 100 foot ( 24–30 m ) at maturity , and it canopy can become quite massive a it lower branch are apt to extend far out laterally , parallel to the ground ."
