Wiki link,common name,botanical name,status,common name worked,botanical name worked,both worked,search result url,missouribotanicalgarden url,page data
,Brazilian Sky Flower,Duranta Erecta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Duranta+Erecta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287483&isprofile=1&basic=Duranta+Erecta,
,Durian,Durio Zibethinus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Durio+Zibethinus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287483&isprofile=1&basic=Duranta+Erecta,
,Areca Palm,Dypsis Lutescens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Dypsis+Lutescens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=291457&isprofile=1&basic=Dypsis+Lutescens,
,Russian Olive,Elaeagnus Angustifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Elaeagnus+Angustifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279922&isprofile=1&basic=Elaeagnus+Angustifolia,
,Silverthorn,Elaeagnus Pungens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Elaeagnus+Pungens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279924&isprofile=1&basic=Elaeagnus+Pungens,
,Blue Wheatgrass,Elymus Magellanicus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Elymus+Magellanicus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=260311&isprofile=1&basic=Elymus+Magellanicus,
,Brittle Bush,Encelia Farinosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Encelia+Farinosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=260311&isprofile=1&basic=Elymus+Magellanicus,
,Reed Orchid,Epidendrum Ibaguense,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Epidendrum+Ibaguense,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=260311&isprofile=1&basic=Elymus+Magellanicus,
,Horsetail Reed,Equisetum Hyemale,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Equisetum+Hyemale,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285667&isprofile=1&basic=Equisetum+Hyemale,
,Dwarf Horsetail Reed,Equisetum Scirpoides,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Equisetum+Scirpoides,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285667&isprofile=1&basic=Equisetum+Hyemale,
,Blue Love Grass,Eragrostis Elliottii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eragrostis+Elliottii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=263861&isprofile=1&basic=Eragrostis+Elliottii,
,Purple Love Grass,Eragrostis Spectabilis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eragrostis+Spectabilis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285200&isprofile=1&basic=Eragrostis+Spectabilis,
,Love Grass,Eragrostis Trichodes,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eragrostis+Trichodes,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285275&isprofile=1&basic=Eragrostis+Trichodes,
,Daisy Fleabane,Erigeron Karvinskianus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Erigeron+Karvinskianus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=257557&isprofile=1&basic=Daisy+Fleabane,
,Japanese Loquat,Eriobotrya Japonica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eriobotrya+Japonica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286498&isprofile=1&basic=Eriobotrya+Japonica,
,Arugula,Eruca Vesicaria,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eruca+Vesicaria,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Dundas Mahogany,Eucalyptus Brockwayi,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Brockwayi,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Silver Princess,Eucalyptus Caesia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Caesia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Gooseberry Mallee,Eucalyptus Calycogona,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Calycogona,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Silver Gimlet,Eucalyptus Campaspe,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Campaspe,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Sugar Gum Eucalyptus,Eucalyptus Cladocalyx,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Cladocalyx,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278075&isprofile=1&basic=Arugula,
,Rainbow Eucalyptus,Eucalyptus Deglupta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Deglupta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,White Mallee,Eucalyptus Dumosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Dumosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Red Cap Gum,Eucalyptus Erythrocorys,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Erythrocorys,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Curly Mallee,Eucalyptus Gillii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Gillii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Cider Gum,Eucalyptus Gunnii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Gunnii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Kruses's Bookleaf Mallee,Eucalyptus Kruseana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Kruseana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Rose of the West Eucalyptus,Eucalyptus Macrocarpa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Macrocarpa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Coolibah Tree,Eucalyptus Microtheca,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Microtheca,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Silver Dollar Gum Tree,Eucalyptus Polyanthemos,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Polyanthemos,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Flooded Gum,Eucalyptus Rudis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Rudis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Salt River Gum,Eucalyptus Sargentii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Sargentii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Swamp Mallee,Eucalyptus Spathulata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Spathulata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Scarlet Pear Gum,Eucalyptus Stoatei,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Stoatei,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Strickland's Gum,Eucalyptus Stricklandii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Stricklandii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Coral Gum,Eucalyptus Torquata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Torquata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Round Leaved Gum,Eucalyptus Websteriana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Websteriana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Lemon Flowered Gum,Eucalyptus Woodwardii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eucalyptus+Woodwardii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Surinam Cherry,Eugenia Uniflora,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Eugenia+Uniflora,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282890&isprofile=1&basic=Eucalyptus+Deglupta,
,Burning Bush,Euonymus Alatus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Euonymus+Alatus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279120&isprofile=1&basic=Euonymus+Alatus,
,Crown of Thorns,Euphorbia Milii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Euphorbia+Milii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=368899&isprofile=1&basic=Euphorbia+Milii,
,Poinsettia,Euphorbia Pulcherrima,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Euphorbia+Pulcherrima,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280089&isprofile=1&basic=Euphorbia+Pulcherrima,
,Mediterranean Spurge,Euphorbia Rigida,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Euphorbia+Rigida,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280240&isprofile=1&basic=Euphorbia+Rigida,
,Bush Daisy,Euryops Chrysanthemoides,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Euryops+Chrysanthemoides,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280240&isprofile=1&basic=Euphorbia+Rigida,
,American Beech,Fagus Grandifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fagus+Grandifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280709&isprofile=1&basic=Fagus+Grandifolia,
,European Beech,Fagus Sylvatica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fagus+Sylvatica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280764&isprofile=1&basic=Fagus+Sylvatica,
,Apache Plume,Fallugia Paradoxa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fallugia+Paradoxa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280764&isprofile=1&basic=Fagus+Sylvatica,
,Blue Marguerite,Felicia Amelloides,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Felicia+Amelloides,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277192&isprofile=1&basic=Felicia+Amelloides,
,Amethystina Fescue,Festuca Amethystina,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Festuca+Amethystina,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245728&isprofile=1&basic=Festuca+Amethystina,
,Fescue,Festuca Mairei,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Festuca+Mairei,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245728&isprofile=1&basic=Fescue,
,Green Fescue,Festuca Ovina,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Festuca+Ovina,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245728&isprofile=1&basic=Fescue,
,Benjamina Ficus,Ficus Benjamina,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ficus+Benjamina,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282745&isprofile=1&basic=Ficus+Benjamina,
,Celeste Fig,Ficus Carica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ficus+Carica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282762&isprofile=1&basic=Ficus+Carica,
,Green Fennel,Foeniculum Vulgare,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Foeniculum+Vulgare,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275990&isprofile=1&basic=Foeniculum+Vulgare,
,Dwarf Fothergilla,Fothergilla Gardenii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fothergilla+Gardenii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281020&isprofile=1&basic=Fothergilla+Gardenii,
,Large Fothergilla,Fothergilla Major,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fothergilla+Major,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281021&isprofile=1&basic=Fothergilla+Major,
,Ocotillo,Fouquieria Splendens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fouquieria+Splendens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281021&isprofile=1&basic=Fothergilla+Major,
,Wild Strawberry,Fragaria Chiloensis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fragaria+Chiloensis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=273074&isprofile=1&basic=Wild+Strawberry,
,Woodland Strawberry,Fragaria Vesca,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fragaria+Vesca,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286348&isprofile=1&basic=Fragaria+Vesca,
,European Ash,Fraxinus Excelsior,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fraxinus+Excelsior,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282928&isprofile=1&basic=Fraxinus+Excelsior,
,Green Ash,Fraxinus Pennsylvanica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fraxinus+Pennsylvanica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282938&isprofile=1&basic=Fraxinus+Pennsylvanica,
,Shamel Ash,Fraxinus Uhdei,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fraxinus+Uhdei,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282938&isprofile=1&basic=Fraxinus+Pennsylvanica,
,Arizona Ash,Fraxinus Velutina,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fraxinus+Velutina,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282938&isprofile=1&basic=Fraxinus+Pennsylvanica,
,Checkered Lily Fritillaria,Fritillaria Meleagris,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fritillaria+Meleagris,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281768&isprofile=1&basic=Fritillaria+Meleagris,
,Lilac Fuchsia,Fuchsia Arborescens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fuchsia+Arborescens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281768&isprofile=1&basic=Fritillaria+Meleagris,
,Fuchsia,Fuchsia Hybrida,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Fuchsia+Hybrida,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=301117&isprofile=1&basic=Fuchsia,
,Galanthus,Galanthus Elwesii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Galanthus+Elwesii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275671&isprofile=1&basic=Galanthus+Elwesii,
,Snowdrop,Galanthus Nivalis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Galanthus+Nivalis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275672&isprofile=1&basic=Galanthus+Nivalis,
,Sweet Woodruff,Galium Odoratum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Galium+Odoratum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286666&isprofile=1&basic=Galium+Odoratum,
,Tahitian Gardenia,Gardenia Taitensis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gardenia+Taitensis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286666&isprofile=1&basic=Galium+Odoratum,
,Spreading Wintergreen,Gaultheria Procumbens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gaultheria+Procumbens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279938&isprofile=1&basic=Gaultheria+Procumbens,
,Salal,Gaultheria Shallon,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gaultheria+Shallon,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279938&isprofile=1&basic=Gaultheria+Procumbens,
,Christina Gazania,Gazania Rigens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gazania+Rigens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277558&isprofile=1&basic=Gazania+Rigens,
,Swamp Jessamine,Gelsemium Rankinii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gelsemium+Rankinii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277558&isprofile=1&basic=Gazania+Rigens,
,Carolina Jessamine,Gelsemium Sempervirens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gelsemium+Sempervirens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282490&isprofile=1&basic=Gelsemium+Sempervirens,
,Spotted Geranium,Geranium Maculatum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Geranium+Maculatum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280854&isprofile=1&basic=Geranium+Maculatum,
,Prairie Smoke,Geum Triflorum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Geum+Triflorum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286420&isprofile=1&basic=Geum+Triflorum,
,Bridal Veil,Gibasis Geniculata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gibasis+Geniculata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286420&isprofile=1&basic=Geum+Triflorum,
,Ginkgo,Ginkgo Biloba,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ginkgo+Biloba,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280988&isprofile=1&basic=Ginkgo+Biloba,
,Creeping Charlie,Glechoma Hederacea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Glechoma+Hederacea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280988&isprofile=1&basic=Ginkgo+Biloba,
,Soybean,Glycine Max,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Glycine+Max,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280548&isprofile=1&basic=Glycine+Max,
,Gomphrena,Gomphrena Globosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gomphrena+Globosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275664&isprofile=1&basic=Gomphrena+Globosa,
,Caricature Plant,Graptophyllum Pictum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Graptophyllum+Pictum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275275&isprofile=1&basic=Graptophyllum+Pictum,
,Silk Oak Tree,Grevillea Robusta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Grevillea+Robusta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275275&isprofile=1&basic=Graptophyllum+Pictum,
,Lavender Star Plant,Grewia Occidentalis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Grewia+Occidentalis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275275&isprofile=1&basic=Graptophyllum+Pictum,
,Baby's Breath,Gypsophila Paniculata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gypsophila+Paniculata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=246152&isprofile=1&basic=Gypsophila+Paniculata,
,Blue Baby's Breath,Gypsophila Repens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Gypsophila+Repens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=246152&isprofile=1&basic=Gypsophila+Paniculata,
,Witch Hazel,Hamamelis Virginiana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hamamelis+Virginiana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281023&isprofile=1&basic=Hamamelis+Virginiana,
,Hummingbird Bush,Hamelia Patens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hamelia+Patens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286679&isprofile=1&basic=Hamelia+Patens,
,Vine Lilac,Hardenbergia Violacea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hardenbergia+Violacea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286679&isprofile=1&basic=Hamelia+Patens,
